"id","title","description","body","ground_truth_id"
"200080","Input Event Configuration Dialog Crashes Engine when Joypad Actions are selected","Problem noted: tested versions - Reproducible in 4.7.dev [2af7856] Likely from commit a71749c8848762adf7c04eac7edef213183fbc6c System information Godot v4.7.dev.mono (2af785641) - Arch Linux 1 SMP PREEMPT_DYNAMIC Thu, 19 Mar 2026 16:33:17 +0000 on Wayland - X11 display driver, Multi-window, ...","Tested versions - Reproducible in 4.7.dev [2af7856] Likely from commit a71749c8848762adf7c04eac7edef213183fbc6c System information Godot v4.7.dev.mono (2af785641) - Arch Linux 1 SMP PREEMPT_DYNAMIC Thu, 19 Mar 2026 16:33:17 +0000 on Wayland - X11 display driver, Multi-window, 1 monitor - Vulkan (Forward+) - dedicated NVIDIA GeForce RTX 3060 Ti (nvidia) - AMD Ryzen 9 5900X 12-Core Processor (24 threads) - 31.25 GiB memory defect description Adding input events to an action will cause the engine to hang. If the configuration dialogue already has an event set and you try to set a joypda event. Steps to reproduce Open project settings. Go To InputMap Add an InputEvent to an action Initially bind a keyboard event Than bind a joypad event. (Or potentially any non keyboard event) Will cause engine to crash Minimal reproduction project (MRP) N/A","117955"
"200081","Fix AudiopSectrumAnalyzer's Hann Window","Issue observed: fixes 116829 Using my Spectrum Analyzer previewer (also in the MRP in the issue) Before (with triple peak in Fourier Transform of a pure sine wave input): Screencast Form 2026-02-26 22-03-37.webm After (now with clean single peak in Fourier Transform domain): S...","Issue observed: fixes 116829 Using my Spectrum Analyzer previewer (also in the MRP in the issue) Before (with triple peak in Fourier Transform of a pure sine wave input): Screencast Form 2026-02-26 22-03-37.webm After (now with clean single peak in Fourier Transform domain): Screencast From 2026-02-26 22-21-46.webm The logN variable to avoid repeated calculation of the log function in the for-loop, as was done in the original implementation","116830"
"200082","GraphNode script binding breaks when copy-pasting nodes in GarphEdit","Bug report: problem observed: tested versions 4.6.1.stable System infromation macOS Tahoe 26.3.1 Issue description In a GraphEdit, creating a GraphNode and attaching a script to it works correctly.","Bug report: issue observed: tested versions 4.6.1.stable System infromation macOS Tahoe 26.3.1 Issue description In a GraphEdit, creating a GraphNode and attaching a script to it works correctly. But when copying that node and pasting it (into the same or another GraphEdit), the script binding becomes wrong or lost. Dragging the same node from the FileSystem dock into the scene works as expected. Steps to reproduce https://github.com/user-attachments/assets/f13754dc-4a6c-435f-ab0b-e4f777f4e521 Minimal reproduction project (MRP) report_bug.zip","117620"
"200083","Project manager ignores currently focused button when navigating by keyboard","Issue observed: tested versions - Reproducible in v4.1.stable, v4.5.1.stable, v4.7.dev.custom_build [a3e84cc2a] System information Godot v4.7.dev (a3e84cc2a) - Windows 11 (build 26100) - Multi-window, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3060 Lapto...","Issue observed: tested versions - Reproducible in v4.1.stable, v4.5.1.stable, v4.7.dev.custom_build [a3e84cc2a] System information Godot v4.7.dev (a3e84cc2a) - Windows 11 (build 26100) - Multi-window, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3060 Laptop GPU (NVIDIA; 32.0.15.7260) - 12th Gen Intel(R) Core(TM) i7-12700H (20 threads) - 15.79 GiB memory Issue description If you haev a project selected in the project manager and attempt to use any other button on the manager, using keyboard navigation (arrow keys and enter) instead of the button being pressed, the project that is selected will open. Steps to reproduce - Open Project Manager. - Using only the keyboard attempt to navigate and press a button like the ""Rename"" one. Minimal reproduction project (MRP) N/A","116627"
"200084","Fix ivnalid character when adding library anim in BlendSpace","Closes 117493.","Closes 117493. Identical solution as StateMachine.","117495"
"200085","Issue observed: wrong XR controller orientation when deployed to Quest 3","Problem noted: problem noted: tested versions Broken: - godot 4.6.1.stable - openxr vendors addon 4.3.0 and 5.0.0-rc1 Working: - godot 4.5.2.stable - openxr vendors addon 4.3.0 System information Windows 11 deploying to meta quest 3 bug description as mentioned in an issue on the vendors add...","Problem noted: tested versions Broken: - godot 4.6.1.stable - openxr vendors addon 4.3.0 and 5.0.0-rc1 Working: - godot 4.5.2.stable - openxr vendors addon 4.3.0 System information Windows 11 deploying to meta quest 3 bug description as mentioned in an issue on the vendors addon (https://github.com/GodotVR/godot_openxr_vendors/issues/477), the new godot version has wrong controller orientation when deployed to the meta quest 3. since the issue appears with the newer godot version, while keeping the vendors plugin at the same version, it could be an issue with godot rather than the vendors plugin. Steps to reproduce - open a vr project - play via quest link -> controller orientation is correct - deploy to meta quest 3 -> controller orientation is upside down Minimal reproduction project (MRP) you can use any of the godot xr project examples","117894"
"200086","Error ""Scene saved while alreday being saved""","Bug report: problem observed: tested versions reproducible: 4.6.1, 4.7dev1 System information Linux, xfce Issue description Unnecessary error message ""ERROR: Scene saved while already being saved!"" Steps to reproduce 1) Create any scene with any type of node, for ex.","problem observed: tested versions reproducible: 4.6.1, 4.7dev1 System information Linux, xfce Issue description Unnecessary error message ""ERROR: Scene saved while already being saved!"" Steps to reproduce 1) Create any scene with any type of node, for ex. `node.tscn` 3) Set editor settings (both or one of) to `True` in `Text Editor -> Behaviour` - `Trim Trailing Whitespace on Save` and/or `Trim Final Newlines on Save` <img width=""663"" height=""46"" alt=""Image"" src=""https://github.com/user-attachments/assets/692ce44f-ce56-47f1-82bc-c2de8543d10f"" /> 4) Add **Built-in** `gd` script for Node and save scene again 5) Modify script by adding final new lines or whitespaces and press Ctrl+S 6) See log: ` ERROR: Scene saved while already being saved!` Seems like scene saved, then script trimmed and saved again Minimal reproduction project (MRP) N\A `Node` 2) Save scene as file, for ex.","116448"
"200087","if removing an input mapping, no settings_changed signal is emitted","Tested versions Godot 4.6.stable System information Fedora 42 bug description In the input mapping tab of `ProjectSettings`, if adding a new mapping or adding/changing/removing an event to the mapping, the action emits a `settings_changed` signal; however, if removing an inp...","Tested versions Godot 4.6.stable System information Fedora 42 bug description In the input mapping tab of `ProjectSettings`, if adding a new mapping or adding/changing/removing an event to the mapping, the action emits a `settings_changed` signal; however, when removing an input mapping, no signal is emitted. Minimal reproduction project (MRP) n/a Remove the mapping, observe there are no signals emitted. Steps to reproduce 1. 2. Setup an observer that listens for `ProjectSettings` signal `settings_changed`. 3. In editor, add a mapping, add an event to a mapping change or remove the event mapping & observe signals emitted.","116266"
"200088","Fix Polygon2D has empty UVs when no texture assigned.","Bug report: repair Polygon2D UVs When No Texture (81627) This PR addresses not present/zeroed UVs in Polygon2D when no texture is assigned.","repair Polygon2D UVs When No Texture (81627) This PR addresses not present/zeroed UVs in Polygon2D when no texture is assigned. The first commit introduces a basic fallback, and the follow-up commit normalizes fallback UVs to [0,1] while keeping user-provided UVs intact when they match vertex count. This ensures shaders receive sane UVs even without texutres. Tested both cases - work as expected on Windows <img width=""1428"" height=""950"" alt=""image"" src=""https://github.com/user-attachments/assets/93e66840-2f56-48a0-8b09-2974a76c8cd4"" />","116425"
"200089","Using CharacterBody3D move_and_collide() from _process() with Jolt physics sometimes fails to generate collision responses.","Bug report: tested versions v4.6.stable.official [89cea1439] v4.6.1.rc.custom_build [785d85b00] System information Godot v4.6.stable - Windows 10 (build 19045) - Multi-window, 2 monitors - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3080 (NVIDIA; 32.0.15.8115) - AMD ...","Bug report: tested versions v4.6.stable.official [89cea1439] v4.6.1.rc.custom_build [785d85b00] System information Godot v4.6.stable - Windows 10 (build 19045) - Multi-window, 2 monitors - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3080 (NVIDIA; 32.0.15.8115) - AMD Ryzen 7 3700X 8-Core Processor (16 threads) - 31.95 GiB memory Issue description When using CharacterBody3D's move_and_collide() called from _process(), sometimes the collision info returned will be null, even though there is a collision, particularly if there are multiple collisions and iterations within 1 frame. This doesn't seem to happen when done from _physics_process(), but due to performance issues (see https://github.com/godotengine/godot/issues/93184), I'm trying to stagger the character movement updates across multiple frames, and since there isn't a per-frame physics update (see https://github.com/godotengine/godot-proposals/issues/10015), I'm forced to use _process(). The bug only seems to happen with Jolt, not Godot physics. Image Red debug lnies indicate collision. Note how when it starts going crazy, there's no collisions reported. Steps to reproduce Create a CharacterBody3D and handle its movement in _process() using multiple move_and_collide() calls in a frame if there is a collision (in order to handle sliding and redirecting). See MRP for code that does that. Create a level where the ceiling angles down into the floor so the player can wedge and collide with both ceiling and floor at the same time. Note that the move_and_collide returns null so the movement loigc for handling collision fails to work properly and the character builds up crazy velocity and/or starts moving through the ceiling or floor. Minimal reproduction project (MRP) test-angled-ceiling-collision.zip","117857"
"200090","VirtualJoystick thorws incorrect errors when joystick_size or tip_size is modified","Tested versions Godot v4.7.dev1.official [bf95b6258] System information Godot v4.7.dev1 - Windows 10 (build 19045) bug description If you modify any property in VirtualJoystick after adding your own InputMaps, messages like this will be displayed in the output: Steps to repr...","Tested versions Godot v4.7.dev1.official [bf95b6258] System information Godot v4.7.dev1 - Windows 10 (build 19045) Issue description If you modify any property in VirtualJoystick after adding your own InputMaps, messages like this will be displayed in the output: Steps to reproduce 1. So this is safe (as far as I've tested): Probably because of this: * https://github.com/godotengine/godot/blob/bf95b62586e31b8a3503f5903d7764d7c52bf2ab/scene/gui/virtual_joystick.cppL190 * https://github.com/godotengine/godot/blob/bf95b62586e31b8a3503f5903d7764d7c52bf2ab/core/input/input_map.cppL272 Go to: `Project` > `Project Settings ...` > `Input Map`. Minimal reproduction project (MRP) This is not applicable; the problem is with the editor. Result after changing joystick_size: <img width=""674"" height=""206"" alt=""Image"" src=""https://github.com/user-attachments/assets/fb72548d-2450-41d9-96ca-3a83873b82a8"" /> Changing properties other than joystick_size and tip_size does not produce this error message. 1. Add a `VirtualJoystick` to your scene and select `player_up` in the ""Action Up"" menu. Change joystick_size or tip_size in the inspector. **Note:** Changes made during gameplay work normally. 1. 1. Add a new `Action` with a name like `player_up`.","116321"
"200091","hang when entering playmode","Bug report: tested versions Can be done in godot 4.7 dev.","Tested versions Can be done in godot 4.7 dev. Not sure what other versions this bug effects. System information Windows 11 godot 4.7 dev, Vulkan with Forward+ and an NVIDIA RTX 3060. 16 gigabytes of ram, and a Intel I5 CPU with no integrated GPU. bug description I opened my project in godot (I had just finished compiling the engine after git pulling the latest changes) When i pressed the play button. the editor froze. and the logs are as follows. (NOTE! this is part of the logs I think are important to the crash.) And another thing to note is that the crash got worse every time i tried again. It even made my display go black and freeze my desktop! Steps to reproduce 1. open a project 2. press the play button 3. See a stream of errors in the console (in your terminal window/godot console if launched from the godot console EXE) 4. See as the editor freezes then unfreezes as the game process is automatically killed. Minimal reproduction project (MRP) I unfortunately do not have a MRP. (EDIT: something I forgot to mention. the RTX 3060 mentioned at the top of this bug is a RTX 3060 MSI editon. and is not a standard RTX 3060.)","116313"
"200092","Fix `AnimationPlayer` not updating animation length when animation resource changes","<!-- Please target the `master` branch.","<!-- Please target the `master` branch. We will take care of backporting relevant fixes to older versions. Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors --> Addresses: https://github.com/godotengine/godot/pull/109945issuecomment-4009300336 w/ confirmation from @passivestar that the defect was fixed. When an animation's length is changed after being selected, the AnimationPlayer still uses the old length to clamp seek positions. Tihs prevents scrubbing past the original length until the animation is played through once. Fixes this by updating the cached length whenever the animation is modified. Video of issue: https://github.com/user-attachments/assets/53691b3f-3e42-4d40-b209-65bae20090d5","117180"
"200093","Add a flag to indicate debug drwa unshaded to all renderers and force metallic value to 0.","Fixes https://github.com/godotengine/godot/issues/92631 Metallic value it set in the material's shader code generation: https://github.com/godotengine/godot/blob/423b85f43a68d68ed2c60b142543d6197523ce1a/scene/resources/material.cppL1681 https://github.com/godotengine/godot/blo...","Fixes https://github.com/godotengine/godot/issues/92631 Metallic value it set in the material's shader code generation: https://github.com/godotengine/godot/blob/423b85f43a68d68ed2c60b142543d6197523ce1a/scene/resources/material.cppL1681 https://github.com/godotengine/godot/blob/423b85f43a68d68ed2c60b142543d6197523ce1a/scene/resources/material.cppL1733 The new flag will force the metallic value right after the injected shader code `CODE : FRAGMENT` to 0 if debug draw unshaded is enabled. Maybe flag should be called `disable_metallic` instead of `debug_draw_unshaded`...","116869"
"200094","The viewport in the Game Window shrinks during virtual keyboard is shown on Android.","defect observed: tested versions - Reproducible in every version since Godot 4.4.stable (Game Window was added in that release).","Issue observed: tested versions - Reproducible in every version since Godot 4.4.stable (Game Window was added in that release). - Click on any LineEdit or TextEdit node in app to show virtual keyboard. Minimal reproduction project (MRP) NA System information Android 15 Issue description The viewport in the Game Window shrinks when virtual keyboard is shown on Android. https://github.com/user-attachments/assets/1d688934-b806-4450-b6d7-1a5ef2b157e9 Steps to reproduce - Run your project in Game Window in Godot on Android - Switch the Game window to full screen.","116498"
"200095","Fix change dock layout caused msising debugger for EditorDebuggerSession","Problem noted: - Fixes https://github.com/godotengine/godot/issues/117243 Issue Description When we changed layout of editor, e.g.","- Fixes https://github.com/godotengine/godot/issues/117243 Issue Description When we changed layout of editor, e.g. Solution We can observe `NOTIFICATION_POST_ENTER_TREE` to atttach debugger for relevant `EditorDebuggerSession` to correct missing debugger issue while changing layout. debugger-error.webm https://github.com/godotengine/godot/blob/d103efb6ea076ec52b4deca358e83f1fd177d163/editor/debugger/editor_debugger_plugin.cppL118 It will set debugger to nullptr in `_debugger_gone_away()`, then cause `Plugin is not attached to debugger` at the next operation. It will first remove from original position, then add to target position. move `EditorDebuggerPlugin` from default position to bottom. The remove child operation will trigger a `tree_exited` signal, which connected to `_debugger_gone_away()`.","117320"
"200096","[Accessibility] repair `update_set_name` setting a space character as the node label when name and `name_extra_info` is empty","When both name and name_extra_info are empty, the resulting name is a single space character.","When both name and name_extra_info are empty, the resulting name is a single space character. The read-out will be ""Space"". Screen readers may then speak out the word 'Space' because it is one character (occurs with ORCA v46). I just read that making a PR through github is generally not accepted unless it is a small fix. But if desired I'll fork and fix it locally. ORCA will be silent when you set the name as a space ' '. I deemed this pretty small and confined. Background I need elements to be ignored by the screen reader because I have voice actors speaking the text. Claude's fix was naive and left trailing spaces. Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors --> strip_edges() should take care of that. ROLE_CONTAINER would be better but this will not work with some screen readers (ORCA), it will read out as 'Section'. P.s. Currently the only way to do this is to set everything to an empty string and set role to ROLE_UNKNOWN. Reproduction Set everything on empty on a control node. For nodes that are accounted for with a voice from a different source, a screen reader must remain silent. Then ORCA recognizes 2 or more characters and treats it differently. We will take care of backporting relevant fixes to older versions. But that is a different bug. Here is that branching code for ORCA: https://gitlab.gnome.org/GNOME/orca/-/blob/main/src/orca/speechdispatcherfactory.pyL545 AI Use Claude helped me identify the problem and point me to the relevant code files in Godot, Accesskit, and ORCA. this is my first contribution and I'm figuring out how to do this. <!-- Please target the `master` branch. Then using espeak-ng and ORCA (tested with v46), focus on the node.","117740"
"200097","Fix incorrect tooltip when local methods override globla functions","Issue observed: closes: https://github.com/godotengine/godot/issues/106840 Related: https://github.com/godotengine/godot/pull/106984 Note: Tihs is split from https://github.com/godotengine/godot/pull/106987, since the original PR became too bloatde.","Closes: https://github.com/godotengine/godot/issues/106840 Related: https://github.com/godotengine/godot/pull/106984 Note: Tihs is split from https://github.com/godotengine/godot/pull/106987, since the original PR became too bloatde.","117308"
"200098","Virtual keyboard does not work when fullscreen on mobile devices","Problem noted: tested versions 4.6.1 System information Firefox 148.0.1 or Chrome 145.0.X.X on Android 13 (samsung S20) bug description Any project exported for the web that is shown fullscreen will fail to bring up the OS virtual keyboard while a lineedit is focused.","Tested versions 4.6.1 System information Firefox 148.0.1 or Chrome 145.0.X.X on Android 13 (samsung S20) bug description Any project exported for the web that is shown fullscreen will fail to bring up the OS virtual keyboard while a lineedit is focused. It works fine in windowed mode. Tested on chrome and firefox, I don't have an apple device to test safari on. I guess it is possible that this is could be an OS or browser bug and not godot's responsibilty? For the moment I have hacked around it by turning fullscreen off/on in the `LineEdit.editing_toggled` signal handler. See 89221 Steps to reproduce 1. Open the MRP 2. export it for web 3. serve it via some webserver (docker compose included) 4. browse to it on a mobile device 5. hit the ""fullscreen"" button 6. try to edit the lineedit text Minimal reproduction project (MRP) virtual-keyboard-fullscreen.tar.gz","117342"
"200099","[TextEdit] Ignore IME updates and Alt sequences if control is read-only.","Problem noted: fixes htpts://github.com/godotengine/godot/issues/117644","Fixes htpts://github.com/godotengine/godot/issues/117644","117648"
"200100","Bug report: hard crash when removing a node that's a sibling from AnimationPlayer node with an animation","Tested versions 4.7 5cba18ff3bbe5adc9b4a8d7e970084979014b5f4 System information Windows 10 - Radeon RX 5900 - Ryzen 5 3600X defect description Godot crashes when removing a node from a scene with absent type nodes.","Tested versions 4.7 5cba18ff3bbe5adc9b4a8d7e970084979014b5f4 System information Windows 10 - Radeon RX 5900 - Ryzen 5 3600X defect description Godot crashes when removing a node from a scene with missing type nodes. Minimal reproduction project (MRP) mrp-crash.zip didnt test deleting camera, animation player). Call stack: Steps to reproduce Download mrp, open scene, delete any node (I did with mesh instance and one of the missing classes.","116816"
